"company","jobType.0","location","positionName","rating","reviewsCount","salary","text_salary","numeric_salary","Python","SQL","Azure"," R ","AWS","Spark","Power BI","Tableau","Java","Excel","Git","HBO","WO","Master","Bachelor","degree1","degree2","experience"
"Rabobank","Full-time","Utrecht","Senior BI Translator / Data Analyst",3.9,1426,"","",NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,"Both","HBO","Senior"
"Stryker","Unknown","Amsterdam Centrum","Sales Operations Analyst (Italian Speaking)",3.8,2214,"","",NA,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,"Master","HBO","Medior"
"Web-IQ","Full-time","Groningen","OSINT Developer",NA,NA,"","",NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"None","HBO","Medior"
"Nationale-Nederlanden","Unknown","Den Haag","Data Analist",3.8,408,"€ 3.973 - € 5.676 per maand","per maand",62525.52,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Greenchoice","Full-time","Rotterdam","Data Analist Portfoliomanagement",4.6,11,"€ 4.107 - € 5.868 per maand","per maand",64638,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Nieuwestroom","Full-time","Maastricht","Data Engineer",4.7,7,"€ 4.250 - € 5.250 per maand","per maand",61560,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Medtronic","Full-time","Heerlen","Principal Business Analyst (Advanced Analytics)",3.8,5366,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Metyis AG","Other","Amsterdam","Business Intelligence Intern",NA,NA,"","",NA,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,"Master","WO","Intern"
"Flexcity","Full-time","Amsterdam","Electricity demand response analyst",3.4,4526,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Medior"
"Summa College","Part-time","Nederland","Business intelligence specialist",3.8,16,"€ 3.532 - € 5.228 per maand","per maand",56764.8,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Bright Professionals","Part-time","Leeuwarden","Business Analist Assetmanagement en Assetdecompositie",4.4,9,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Abbott Laboratories","Full-time","Zwolle","Chemisch Analist ( start 5-ploegendienst, op termijn in dagdienst)",3.9,6466,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Kraton Corporation","Unknown","Almere","Senior Financial Analyst",3.3,75,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Senior"
"StrateX","Unknown","Capelle aan den IJssel","Business Intelligence Consultant (BI) / Data Analist",3.6,9,"","",NA,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,"None","HBO","Medior"
"KleurrijkWonen","Full-time","Tiel","Data-analist",NA,NA,"€ 4.366 - € 5.897 per maand","per maand",66504.24,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Solidmoves Werving en Selectie","Unknown","Dronten","Data Analyst",NA,NA,"€ 2.500 - € 3.899 per maand","per maand",41465.52,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"None","HBO","Medior"
"HDI Global","Full-time","Rotterdam","Junior Data Analist",3.8,10,"","",NA,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"Medtronic","Full-time","Heerlen","Principal Control Tower Data Analyst",3.8,5366,"","",NA,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Vopak","Full-time","Rotterdam","Senior Business Analyst",4.1,53,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,"Master","HBO","Senior"
"Europol","Full-time","Den Haag","Specialist – Data Handler, Operational 24/7 Centre Team, Operational Centre Unit",4.3,13,"","",NA,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,"None","WO","Medior"
"ANWB","Full-time","Den Haag","Risicomanager Energie",4,208,"€ 4.896 - € 8.120 per maand","per maand",84343.68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Senior"
"TMC","Unknown","Eindhoven","Data Analytics Engineer",4.5,2,"","",NA,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,"None","WO","Senior"
"de Bijenkorf","Unknown","Amsterdam","Spotlight Commercieel Planner",3.7,94,"€ 5.250 per maand","per maand",68040,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Action","Full-time","Lelystad","Store Operations Business Analyst [Location: Zwaagdijk-Oost]",2.9,2040,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Medior"
"Politie","Unknown","Rotterdam","IV-expert",4,220,"€ 4.208 - € 6.176 per maand","per maand",67288.32,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"Bachelor","HBO","Senior"
"Infor","Unknown","Barneveld","Dev Business Analyst, Senior",3.7,707,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Senior"
"Maersk","Full-time","Den Haag","Senior Business Analyst",4,3202,"","",NA,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,"Master","WO","Senior"
"Savills","Full-time","Amsterdam","Senior Market Intelligence Analist",3.6,385,"","",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Smith & Nephew","Full-time","Nederland","Pricing Analyst - Netherlands",3.7,1102,"","",NA,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"None","WO","Medior"
"NS","Unknown","Utrecht","Business Analist team trein hardware en netwerken - Utrecht",3.9,143,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"Rabobank","Full-time","Utrecht","Sr. BI developer",3.9,1426,"Tot € 90.000 per jaar","Tot   per jaar",90000,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,"Both","WO","Senior"
"Cognizant","Full-time","Amsterdam","Business Analyst -Loan IQ",3.9,16531,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None","None","Senior"
"Thermo Fisher Scientific","Full-time","Eindhoven","Financial Analyst III",3.4,5031,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,"Bachelor","HBO","Medior"
"Stater","Full-time","Amersfoort","Scrum Master BI",3.1,19,"€ 4.306 - € 5.383 per maand","per maand",62784.72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Medior"
"Rabobank","Full-time","Utrecht","Senior Azure Developer",3.9,1426,"","",NA,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,"None","HBO","Senior"
"Perfetti Van Melle","Other","Schiphol","e-Commerce Analyst - Internship",3.7,212,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Rabobank","Full-time","Utrecht","Business Analyst - Model Support Platform Area",3.9,1426,"","",NA,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Senior"
"Rabobank","Full-time","Utrecht","Azure Cloud Reliability Engineer (Medior/Senior)",3.9,1426,"","",NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Infor","Unknown","Barneveld","Software Engineer, Senior",3.7,707,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"Bachelor","WO","Medior"
"World Benchmarking Alliance","Full-time","Thuiswerk","Research Analyst",NA,NA,"€ 44.000 - € 49.000 per jaar","per jaar",46500,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"Salesforce","Full-time","Amsterdam","ECS Account Executive 4",4.2,1211,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Saint Gobain","Full-time","Breda","Functional Business Analyst",3.9,4150,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Bachelor","WO","Medior"
"We Are Eves","Full-time","Amsterdam","Senior Data Analyst with Data Engineering Interest",NA,NA,"","",NA,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"Mindshare","Other","Amsterdam","Business Insights Director (Data consultant)",3.7,157,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"SkillLab","Unknown","Amsterdam","Data Scientist (Arabic Speaking)",NA,NA,"€ 50.000 - € 55.000 per jaar","per jaar",52500,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Care4Agro B.V.","Full-time","Wageningen","Laboratory Technician",NA,NA,"€ 2.300 - € 2.700 per maand","per maand",32400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Travix","Unknown","Amsterdam","Product Analyst (Web)",3.8,20,"","",NA,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Senior"
"Backbase","Unknown","Amsterdam","Senior Business Analyst - (Payments)",3.4,14,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Senior"
"Phaitality","Part-time","Oosterwolde","Business Analist",NA,NA,"€ 3.144 - € 5.378 per maand","per maand",55222.56,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Elysee Dental Solutions BV","Unknown","Alphen aan den Rijn","Business Intelligence Specialist",4.3,3,"€ 3.500 - € 4.500 per maand","per maand",51840,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Landal","Unknown","Den Haag","Web Analist",3.7,73,"€ 3.445 - € 4.920 per maand","per maand",54205.2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,"None","HBO","Medior"
"Delta-N","Unknown","Den Haag","Data Engineer",4.8,4,"","",NA,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,"None","HBO","Medior"
"MediReva","Full-time","Eindhoven","Business Analist",3.4,12,"€ 4.500 - € 5.543 per maand","per maand",65078.64,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"WEB EINDHOVEN","Full-time","Eindhoven","Business Analist (NL)",NA,NA,"","",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"KVK","Part-time","Utrecht","SOC Analist",4.1,51,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"Rotterdam Engineering","Unknown","Rotterdam","Data Analist (GIS-er)",NA,NA,"","",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Floral Trade Group","Full-time","Rijnsburg","Business Analist",NA,NA,"€ 3.300 - € 4.600 per maand","per maand",51192,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,"None","HBO","Medior"
"KleurrijkWonen","Unknown","Tiel","Vastgoedanalist",NA,NA,"€ 4.366 - € 5.897 per maand","per maand",66504.24,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Ziezodan","Unknown","Hengelo OV","(Junior) Platform Consultant",NA,NA,"€ 3.150 - € 3.750 per maand","per maand",44712,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"Mploy Associates","Full-time","Utrecht","Business Analyst | Talent Program",4.9,36,"Vanaf € 3.600 per maand","Vanaf   per maand",46656,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Junior"
"Massarius","Unknown","Amsterdam","Marketing analyst",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Rabobank","Full-time","Utrecht","Agriculture and biodiversity analyst - RaboResearch",3.9,1426,"","",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Senior"
"CBR","Part-time","Zuid-Holland","Data Analist",3.7,29,"€ 5.972,81 per maand","per maand",77407.6176,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"HumanTotalCare","Part-time","Utrecht","Data Scientist",4,4,"€ 4.600 - € 6.500 per maand","per maand",71928,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"None","WO","Senior"
"Massarius","Unknown","Amsterdam","Digital account manager",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Accell Group","Full-time","Amsterdam","Global Data Analyst",2.9,22,"","",NA,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,"Both","HBO","Medior"
"Adyen","Unknown","Amsterdam","AML & Screening Insights Data Analyst",2.9,17,"","",NA,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Mploy Associates","Full-time","Utrecht","Reporting Analyst | Talent Program",4.9,36,"Vanaf € 3.600 per maand","Vanaf   per maand",46656,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Junior"
"Rabobank","Full-time","Utrecht","Quantitative Analyst for Biodiversity - RaboResearch",3.9,1426,"","",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Senior"
"Instapro Group","Full-time","Amsterdam","Fullstack Engineer (Event Tracking)",NA,NA,"","",NA,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,"None","HBO","Senior"
"MediReva","Full-time","Eindhoven","Data & Proces Analist",3.4,12,"€ 3.532 - € 5.046 per maand","per maand",55585.44,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"Belsimpel","Part-time","Groningen","Werkstudent - Telecom Data Analist",4.5,4,"€ 16 per uur","per uur",32768,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Junior"
"St. Antonius Ziekenhuis","Unknown","Utrecht","Junior/Medior Informatie analist",3.5,30,"€ 55 per uur","per uur",112640,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"FrieslandCampina","Part-time","Amersfoort","Financial Planning & Reporting Analyst BE",4,484,"","",NA,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,"Master","WO","Senior"
"NIBC","Full-time","Den Haag","Data Warehouse Engineer",3.7,3,"","",NA,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Medior"
"Rabobank","Full-time","Utrecht","BI Analyst",3.9,1426,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,"Master","HBO","Senior"
"Mploy Associates","Full-time","Utrecht","Data Analyst | Talent Program",4.9,36,"Vanaf € 3.600 per maand","Vanaf   per maand",46656,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,"Master","HBO","Junior"
"Mploy Associates","Full-time","Utrecht","Software Engineer (Back-End) | Talent Program",4.9,36,"Vanaf € 3.600 per maand","Vanaf   per maand",46656,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,"Both","WO","Junior"
"ABN AMRO","Unknown","Amersfoort","Analyst III (Data)",4.1,1346,"€ 5.112 - € 7.303 per maand","per maand",80449.2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"TenneT","Full-time","Arnhem","Business Analyst",3.9,18,"€ 3.879 - € 7.660 per maand","per maand",74772.72,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,"Bachelor","HBO","Medior"
"Uber","Full-time","Amsterdam","Strategic Planning and Analytics Associate - EMEA Sales Operations",3.4,4530,"","",NA,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Senior"
"TIP Group","Full-time","Amsterdam","Business Analyst",3.5,130,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Medior"
"Bitvavo","Full-time","Amsterdam","Data Scientist",NA,NA,"","",NA,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"None","WO","Senior"
"Devoteam","Full-time","Amsterdam","Business Analist",3.6,147,"","",NA,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,"None","WO","Medior"
"SPS COMMERCE","Full-time","Breukelen","Customer Support Team Leader",3.6,83,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Senior"
"Swietelsky Rail Benelux","Full-time","Oisterwijk","Business Analist",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"NIBC","Full-time","Den Haag","Lead Data Engineer",3.7,3,"","",NA,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Senior"
"Infosys","Unknown","Amsterdam","Technology Analyst - Data Centre Engineer - Amsterdam, Netherlands",3.8,16281,"","",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,"None","HBO","Senior"
"IMC Financial Markets","Full-time","Amsterdam","Python Software Engineer",4.5,15,"","",NA,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Essent","Unknown","Den Bosch","Financieel Analist",4,23,"€ 3.688 - € 5.734 per maand","per maand",61054.56,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Hiltermann Lease BV","Full-time","Hoofddorp","Data Analist",NA,NA,"","",NA,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"de Bijenkorf","Unknown","Amsterdam","Senior Commercieel Analist",3.7,94,"€ 6.000 per maand","per maand",77760,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Antenna","Full-time","Boskoop","Business analist",4.1,8,"€ 4.500 per maand","per maand",58320,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"CJG Capelle aan den IJssel","Part-time","Capelle aan den IJssel","Accountmanager Zorginkoop",NA,NA,"€ 3.352 - € 5.036 per maand","per maand",54354.24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Devoteam","Full-time","Amsterdam","Business Analist Overheid",3.6,147,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"None","HBO","Senior"
"VvAA","Unknown","Utrecht","Data Engineer",4.1,22,"€ 5.000 - € 6.300 per maand","per maand",73224,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"Picnic","Unknown","Amsterdam","Growth Marketing Analyst",3.1,503,"","",NA,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,"None","HBO","Medior"
"Gom","Part-time","Schiedam","HR Data Analist",3.4,157,"€ 4.300 - € 5.000 per maand","per maand",60264,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Rabobank","Full-time","Utrecht","Solution Architect",3.9,1426,"","",NA,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,"Bachelor","WO","Senior"
"Europol","Full-time","Den Haag","Senior Specialist – Data Quality & Compliance, Analysis and Strategic Coordination Unit (job not limited to law enforcement candidates)",4.3,13,"€ 7.261,98 per maand","per maand",94115.2608,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,"None","WO","Senior"
"VvAA Groep B.V.","Full-time","Utrecht","Data Engineer",NA,NA,"€ 5.000 - € 6.300 per maand","per maand",73224,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"Rabobank","Full-time","Utrecht","Technical Business Analyst Analytics Platform",3.9,1426,"","",NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"State Street","Full-time","Amsterdam","Financial and Regulatory reporting analyst, Senior Associate",3.5,3165,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"NHL Stenden","Full-time","Leeuwarden","Data warehouse/Data Lake specialist",NA,NA,"€ 5.019,73 per maand","per maand",65055.7008,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Rabobank","Full-time","Utrecht","Senior Developer Azure & Databricks Analytics Platform",3.9,1426,"","",NA,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Brunel Nederland B.V.","Unknown","Delft","Data Engineer",3.9,224,"","",NA,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,"Bachelor","None","Medior"
"MR MARVIS","Full-time","Amsterdam","Senior Web Developer",5,6,"","",NA,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,"None","WO","Senior"
"Mobilee management & advies","Unknown","Utrecht","Data Consultant",4.9,15,"€ 3.000 - € 6.700 per maand","per maand",62856,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Corbion","Full-time","Gorinchem","QC Laborant - Chemisch Analist",3.2,86,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Applied Medical Europe B.V.","Full-time","Amersfoort","HR Data Analyst (32-40h)",3.1,325,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Bachelor","HBO","Medior"
"Mondelēz International","Full-time","Breda","Senior Consumer Marketing Insights Analyst for Benelux",3.9,5801,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"TCC Global","Full-time","Amsterdam","Data Analyst",3.9,7,"","",NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Junior"
"NIBC","Full-time","Den Haag","DevOps Engineer Market Risk",3.7,3,"","",NA,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,"None","HBO","Medior"
"Ampère","Full-time","Utrecht","Data Analyst Fraude",NA,NA,"€ 40.000 - € 55.000 per jaar","per jaar",47500,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Junior"
"Avery Dennison","Full-time","Oegstgeest","Demand Analyst",3.8,1325,"","",NA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,"Bachelor","WO","Medior"
"Rabobank","Full-time","Utrecht","Lead Azure Platform Engineer",3.9,1426,"","",NA,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"ReMark","Unknown","Rotterdam","Security Administrator",NA,NA,"","",NA,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,"Bachelor","WO","Medior"
"SurePay","Full-time","Utrecht","Innovation Manager / Senior Business Analyst",5,3,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"Both","WO","Senior"
"LePub","Full-time","Amsterdam Centrum","Senior Consumer Insights Analyst",3.6,505,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"GXO Logistics","Unknown","Eindhoven","Logistic Sales Analyst",2.8,1730,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"Deutsche Bank","Part-time","Amsterdam","Sales Coverage Support Senior Analyst, AVP",3.8,3401,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Excelerate360","Full-time","Zwijndrecht","Data Engineer",NA,NA,"€ 40.000 - € 60.000 per jaar","per jaar",50000,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,"Master","WO","Medior"
"NielsenIQ","Full-time","Amstelveen","Senior Analyst",3.7,123,"","",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Senior"
"Smartphonehoesjes.nl","Full-time","Leusden","Data Analist",4.5,56,"€ 3.538 - € 5.054 per maand","per maand",55676.16,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,"None","HBO","Medior"
"Geo-ICT Training Center, Nederland","Unknown","Nederland","Traineeship Geo-ICT",NA,NA,"Vanaf € 2.500 per maand","Vanaf   per maand",32400,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"Bachelor","HBO","Junior"
"Adesso Nederland","Unknown","Nieuwegein","Data management consultant",NA,NA,"€ 5.500 - € 7.000 per maand","per maand",81000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Both","HBO","Medior"
"Happy Horizon","Part-time","Eindhoven","Junior Data & Analytics Specialist",4.5,2,"","",NA,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,"None","HBO","Junior"
"PMT Groep BV","Part-time","Randstad","TRAINEESHIP CONSULTANCY - Randstad - 32 tot 40 uur per week",NA,NA,"€ 2.600 per maand","per maand",33696,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Junior"
"Guidion","Full-time","Amsterdam","Compliance en Kwaliteit Analyst",3.3,29,"€ 3.827 - € 4.500 per maand","per maand",53958.96,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Master","HBO","Medior"
"Zandbergen World's Finest Meat","Full-time","Zoeterwoude","Power BI en ERP Engineer",4,3,"€ 4.000 - € 5.000 per maand","per maand",58320,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Ecom Cocoa Theobroma B.V.","Full-time","Amsterdam Westpoort","Commercial Assistant",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Junior"
"Intercontinental Exchange Holdings, Inc.","Full-time","Amsterdam-Zuidoost","Analyst, Market Supervision",3.3,138,"","",NA,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"SCANIA","Unknown","Meppel","Business Analist",4.1,1090,"€ 4.035 - € 5.623 per maand","per maand",62583.84,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,"Bachelor","HBO","Medior"
"Ministerie van Defensie","Full-time","Utrecht","Informatie Manager bij het Munitiebedrijf van Defensie",4,481,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Nieuwestroom","Full-time","Maastricht","Business Analist m/v",4.7,7,"€ 4.000 - € 5.500 per maand","per maand",61560,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"KPN","Unknown","Zoetermeer","Financieel Analist",3.9,751,"€ 3.998 - € 6.202 per maand","per maand",66096,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"The Trainee Company","Full-time","Nederland","Business Analist",4.5,8,"€ 2.600 - € 2.800 per maand","per maand",34992,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"Wikimedia Foundation","Unknown","Amsterdam","Software Engineer, Trust and Safety Product",3.7,15,"","",NA,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"None","WO","Medior"
"Burg Azijn B.V.","Full-time","Heerhugowaard","Commercial Analyst",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Both","None","Junior"
"Broekhuis","Part-time","Putten","Data Analist",4,4,"","",NA,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Crunch Analytics","Full-time","Rotterdam","Data Engineer",NA,NA,"","",NA,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,"Master","HBO","Medior"
"1801 jeugd & onderwijsadvies","Full-time","Zoetermeer","Applicatiebeheerder/data-analist",NA,NA,"€ 2.945 - € 4.419 per maand","per maand",47718.72,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Kraft Heinz Company","Full-time","Amsterdam Centrum","Senior Analyst – Global Finance Transformation",3.5,5082,"","",NA,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,"Both","WO","Senior"
"Meijers Assurantiën","Full-time","Amstelveen","IT Business Analist (voertaal is Nederlands)",4,25,"€ 3.161 - € 5.109 per maand","per maand",53589.6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Berenschot","Unknown","Utrecht","Business analist",4.1,10,"","",NA,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,"None","HBO","Medior"
