"company","jobType.0","location","positionName","rating","reviewsCount","salary","text_salary","numeric_salary","Python","SQL","Azure"," R ","AWS","Spark","Power BI","Tableau","Java","Excel","Git","HBO","WO","Master","Bachelor","degree1","degree2","experience"
"Homefashion Group","Unknown","Raamsdonksveer","Web Analist - Leen Bakker",3.5,2,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"GLO Integration","Part-time","Amsterdam Zuid","Data & Technology Analyst",3.9,13323,"","",NA,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,"Master","WO","Junior"
"Grandvision Support Office","Part-time","Soesterberg","Senior Data Analyst",3.4,211,"€ 3.726 - € 5.322 per maand","per maand",58631.04,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"Zorgboodschap","Unknown","Sassenheim","Business Analist",1.4,7,"","",NA,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"Recharge","Full-time","Amsterdam","Senior Business Analyst",5,2,"","",NA,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,"Bachelor","WO","Senior"
"Leen Bakker","Unknown","Tilburg","BI Analist HFG",3.2,171,"€ 4.065 - € 5.015 per maand","per maand",58838.4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Revalize","Full-time","Thuiswerk","Implementation Specialist (CPQ)",1.3,4,"","",NA,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,"Bachelor","WO","Medior"
"HEMA","Part-time","Amsterdam Noord","Data Analist - Supply Chain",3.5,848,"€ 3.500 - € 5.500 per maand","per maand",58320,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,"None","HBO","Medior"
"B&S","Full-time","Dordrecht","Business Analyst",3.3,13,"€ 3.000 per maand","per maand",38880,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Bachelor","HBO","Medior"
"VodafoneZiggo","Part-time","Utrecht","Sr. Financial Reporting Analyst",4,2693,"€ 4.500 - € 6.400 per maand","per maand",70632,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"BeFrank","Unknown","Amsterdam","Business Analist",NA,NA,"€ 3.308 - € 6.615 per maand","per maand",64301.04,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"APG","Part-time","Amsterdam","Portfolio Manager Research & Analytics, Private Natural Capital",3.6,39,"","",NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"Master","WO","Senior"
"Goudwisselkantoor","Full-time","Klaaswaal","Data Analist",NA,NA,"€ 4.500 - € 6.500 per maand","per maand",71280,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"ENGIE ENERGIE NEDERLAND N.V.","Full-time","Zwolle","(Junior) Business Analist Marktprocessen",3.5,2156,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Junior"
"Eneco","Unknown","Rotterdam","Quantitative Developer - Algorithmic Trading",3.6,130,"€ 67 - € 90 per dag","per dag",18133.5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Senior"
"Infor","Unknown","Barneveld","ERP Quality Assurance Analyst",3.7,707,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Master","WO","Junior"
"Lely","Unknown","Maassluis","Digital Marketeer",3.6,73,"€ 3.500 - € 4.500 per maand","per maand",51840,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,"Master","HBO","Senior"
"Allianz Direct","Full-time","Rotterdam","Analist Acceptatie & Fraudepreventie",3.8,3192,"","",NA,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Stedin","Part-time","Rotterdam","Cloud Consultant",3.8,20,"€ 7.192 per maand","per maand",93208.32,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Universiteit Leiden","Unknown","Leiden","Teamleider Research Support",3.6,23,"€ 4.332 - € 5.929 per maand","per maand",66491.28,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Senior"
"Mattel","Full-time","Amstelveen","Regional Customer Service Coordinator (Temp)",3.9,1027,"","",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,"Master","HBO","Medior"
"Garmin","Unknown","Oegstgeest",".Net Back-end Developer-Tacx",3.7,385,"","",NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"Kuehne+Nagel","Full-time","Tiel","Stage Data Warehouse",3.5,3978,"","",NA,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,"None","HBO","Junior"
"MSD","Full-time","Haarlem","Senior Financial Analyst",4.1,921,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Both","WO","Senior"
"B&S","Full-time","Farmsum","Full-Stack Developer",3.3,13,"","",NA,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Via","Unknown","Amsterdam","Transportation Data Analyst (Citymapper)",3.2,147,"","",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"De Heus Voeders","Part-time","Ede","Group Business Information Analyst",NA,NA,"€ 5.000 - € 6.750 per maand","per maand",76140,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"GKN Aerospace","Unknown","Papendrecht","FP&A Analyst",3.3,1248,"€ 4.815 - € 6.385 per maand","per maand",72576,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Plato Group","Part-time","Helmond","Senior Business Intelligence Analyst",3.7,23,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Senior"
"Sligro","Unknown","Veghel","Agile Test Engineer Online | Veghel | Sligro | Hybride",3.4,188,"","",NA,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"None","WO","Medior"
"CLdN RoRo Agencies B.V.","Full-time","Rotterdam","Data Analyst",NA,NA,"","",NA,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,"Bachelor","WO","Medior"
"Playtika Ltd","Unknown","Amsterdam","Youda - Experienced Business Analyst",4.1,16,"","",NA,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,"None","WO","Senior"
"BridgeFund","Full-time","Amsterdam","Marketing Data Analyst",4.9,21,"€ 3.900 - € 5.000 per maand","per maand",57672,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,"None","WO","Medior"
"Garmin","Unknown","Oegstgeest","Java Backend Developer-Tacx",3.7,385,"","",NA,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,"Bachelor","WO","Senior"
"Quistor","Unknown","Nederland","Service Desk Analysts (Netherlands)",4,2,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Junior"
"ID Logistics","Unknown","Tilburg","DATA ANALIST",3.4,1802,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"SodaStream","Unknown","Thuiswerk","Net Revenue Data Analyst",3.2,69,"","",NA,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,"Both","WO","Senior"
"DXC Technology","Full-time","Amsterdam","ServiceNow Technical Consultant (With Dutch)",3.2,4649,"","",NA,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,"Both","WO","Junior"
"GoodHabitz","Full-time","Eindhoven","Business Analyst",5,3,"","",NA,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,"Both","WO","Junior"
"Markteffect","Part-time","Eindhoven","Data Analist",NA,NA,"","",NA,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Effectory","Part-time","Amsterdam Centrum","Data Analyst",5,4,"€ 45.000 - € 65.000 per jaar","per jaar",55000,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Medior"
"CBRE","Full-time","Den Haag","Junior Data Analyst",3.7,4846,"","",NA,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,"None","HBO","Junior"
"Mollie","Full-time","Amsterdam","Engineering Intern",4.5,4,"","",NA,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"Bachelor","WO","Internship"
"Kraft Heinz Company","Full-time","Utrecht","Financial Analyst",3.5,5082,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"Both","WO","Medior"
"Avery Dennison","Full-time","Oegstgeest","Business Intelligence and Finance Excellence Analyst",3.8,1325,"","",NA,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,"Bachelor","HBO","Medior"
"Scildon","Other","Hilversum","Stagiair Data & Analytics (vanaf september 2024)",NA,NA,"","",NA,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,"Bachelor","WO","Internship"
"TU Eindhoven","Full-time","Eindhoven","PhD in Explainable Process Analytics",4.2,44,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","PhD"
"Walker & Dunlop","Full-time","Thuiswerk","AVP, Data Engineering",3.9,33,"","",NA,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,"Master","WO","Senior"
"Ordina","Full-time","Groningen","Business Information Analyst",3.6,28,"","",NA,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,"None","HBO","Medior"
"Justitiële Informatiedienst","Part-time","Almelo","Business analist / Productspecialist Justitiele gegevens",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Senior"
"EyeOn","Unknown","Nederland","Junior Anaplan Consultant - NL",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Junior"
"FrieslandCampina","Part-time","Amersfoort","Strategy and Business Analyst Supply Chain",4,484,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Medior"
"Kraft Heinz Company","Full-time","Amsterdam Centrum","Senior Analyst, IT - Finance Systems - International RPM ROW DevOps",3.5,5082,"","",NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Stichting BKR","Part-time","Tiel","Business Informatie Analist",NA,NA,"€ 4.160 - € 5.305 per maand","per maand",61333.2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Medior"
"ABN AMRO","Full-time","Amersfoort","Financial Reporting & Data Analyst",4.1,1346,"€ 3.741 - € 5.345 per maand","per maand",58877.28,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,"Master","HBO","Medior"
"NS","Unknown","Utrecht","Android developer ComIT - Utrecht",3.9,143,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Matrixian Group","Full-time","Amsterdam","Senior/Medior Data Engineer",5,7,"€ 4.000 - € 5.500 per maand","per maand",61560,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Fluke","Other","Eindhoven","Commercial FP&A analyst - Internship (Finance)",3.5,124,"","",NA,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,"Both","HBO","Internship"
"ABN AMRO","Unknown","Amsterdam","Senior Python Developer",4.1,1346,"","",NA,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,"Master","WO","Senior"
"Pon Equipment B.V.","Unknown","Almere","Marketing Data Analist",3.6,37,"€ 3.850 - € 5.100 per maand","per maand",57996,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,"None","HBO","Medior"
"Stora Enso","Unknown","De Lier","IT Director Netherlands",3.7,81,"","",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,"None","HBO","Senior"
"ASML","Full-time","Eindhoven","Data & Space Analyst Space Management",3.8,430,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,"Both","HBO","Senior"
"Data Analytics","Unknown","Rotterdam","Senior Power BI Developer Gezocht",NA,NA,"€ 3.000 - € 6.000 per maand","per maand",58320,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Moore DRV","Part-time","Bergen op Zoom","Data analist",NA,NA,"","",NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,"Both","HBO","Junior"
"Adroit People Ltd.","Unknown","Amsterdam","Natural Language Processing Analyst",NA,NA,"","",NA,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,"Both","WO","Senior"
"Infinitas Learning","Full-time","Utrecht","Financial Reporting Analyst",NA,NA,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,"Bachelor","HBO","Junior"
"Vertom B.V.","Full-time","Rhoon","Data & Business Intelligence Analist",NA,NA,"€ 3.400 - € 4.100 per maand","per maand",48600,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"YoungOnes","Full-time","Breda","Data Analist",4.3,20,"€ 3.000 - € 5.000 per maand","per maand",51840,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"de Rechtspraak","Part-time","Utrecht","Adviseur Functioneel Beheer",3.7,41,"€ 6.110,94 per maand","per maand",79197.7824,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Trivium Packaging","Unknown","Schiphol","Technical Business Analyst",3.3,86,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Senior"
"Reinaerde","Full-time","Utrecht","BI Specialist",3.6,26,"€ 3.281 - € 4.806 per maand","per maand",52403.76,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Dexter Energy","Full-time","Amsterdam","Quantitative Trading Analyst - Flexibility Trading",NA,NA,"","",NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"LOGEX Group B.V.","Unknown","Amsterdam","Data Analist (Dutch speaking)",3.8,5,"","",NA,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"valantic NL","Full-time","Rotterdam","Data & Analytics Strateeg (NL based & speaking)",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Ventura Systems","Part-time","Bolsward","Afstudeeropdracht Data Analyst",3.2,5,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"adesso Netherlands","Full-time","Nieuwegein","Data Management consultant",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Both","WO","Medior"
"beslist.nl","Full-time","Arnhem","Trainee BI Analist",NA,NA,"€ 2.833 per maand","per maand",36715.68,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Junior"
"Shimano","Full-time","Eindhoven","Business Process Analyst Finance",3.4,189,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"TP Vision","Full-time","Amsterdam","Junior SEO Specialist/Analyst (Search Engine Specialist)",3.8,11,"","",NA,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,"Bachelor","WO","Medior"
"TYPE2SOLUTIONS","Full-time","Ridderkerk","Data Analist",NA,NA,"€ 2.700 - € 3.200 per maand","per maand",38232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None","None","Junior"
"Albert Heijn","Other","Zaandam","Stage Data Analist Sourcing Intelligence",3.6,3590,"€ 500 per week","per week",26000,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Internship"
"Adyen","Full-time","Amsterdam","Data Analyst, Checkout & Integrations",2.9,17,"","",NA,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Omoda","Full-time","Amsterdam","WEB ANALIST",3.6,21,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"CBRE","Full-time","Amsterdam","Portfolio Analyst (Analytics Team) - Indirect Real Estate strategies",3.7,4846,"","",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Het Consultancyhuis","Unknown","Utrecht","Data Analist/Data Scientist",NA,NA,"€ 3.500 - € 5.000 per maand","per maand",55080,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Coolblue","Full-time","Rotterdam","Product Owner",3.6,324,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Medior"
"Beckman Coulter Diagnostics","Full-time","Wijchen","Analyst II, Trade Compliance",3.6,724,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Bachelor","WO","Medior"
"Genmab","Full-time","Utrecht","Manager, People Analytics",5,4,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,"Bachelor","HBO","Senior"
"EcoTools","Unknown","Wijk bij Duurstede","Webshop Manager",NA,NA,"€ 2.600 - € 3.600 per maand","per maand",40176,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Medior"
"Accenture","Full-time","Amsterdam","Senior Pensioen Business Analist",4,26797,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"Both","WO","Senior"
"Zig Websoftware","Part-time","Huizen","Business Analyst / Product Owner Finance",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"A-INSIGHTS","Full-time","Amsterdam","Senior Market Intelligence Analyst",NA,NA,"€ 47.000 - € 60.000 per jaar","per jaar",53500,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"None","WO","Medior"
"AXI","Unknown","Breda","Business & Functioneel Analist",3.4,8,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Medior"
"Batavia Biosciences B.V.","Full-time","Leiden","(Senior) Technician QC Microbiology",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Fluke","Unknown","Utrecht (provincie)","Senior Product Manager",3.5,124,"","",NA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"ReMark","Full-time","Rotterdam","Senior Business Analyst",NA,NA,"","",NA,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Senior"
"Morningstar","Full-time","Amsterdam","Senior Analyst, EU Taxonomy, SFI Research",3.9,180,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"Both","WO","Senior"
"Ouster","Full-time","Amsterdam","Account Executive (ITS)",3.2,5,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"Bachelor","WO","Senior"
"Ardena","Other","Assen","Senior Analyst Flow Cytometry / Immunochemistry",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"KVK","Part-time","Utrecht","Java developer (Team HODOR)",4.1,51,"","",NA,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,"None","HBO","Senior"
"Oxbo","Other","Roosendaal","DATA ANALIST STAGE",3.4,62,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Both","WO","Junior"
"Lemongrass Consulting","Full-time","Nederland","Data Engineer - Contractor",2.8,6,"","",NA,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Senior"
"E-luscious","Part-time","Hilversum","Analist Consumer Data",NA,NA,"","",NA,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,"Both","HBO","Medior"
"Action","Full-time","Lelystad","Senior Business Analyst Pricing [Location: Zwaagdijk-Oost]",2.9,2040,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"FAAC Technologies","Full-time","Utrecht","Data analist",NA,NA,"","",NA,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"Scildon","Part-time","Hilversum","Stage – Social Media & Content Creatie",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Bachelor","HBO","Junior"
"Forvis Mazars","Part-time","Rotterdam","ESG Data Analyst",3.6,630,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"Hunkemöller","Full-time","Hilversum","Global CRM Manager",3.2,581,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Senior"
"Yellowtail Group","Unknown","Naarden","Senior Business&AI Consultant",NA,NA,"€ 3.500 - € 5.000 per maand","per maand",55080,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Senior"
"Stella Fietsen","Part-time","Nunspeet","Data Engineer",3.9,67,"","",NA,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Topigs Norsvin","Part-time","Den Bosch","Internationaal Business Analist Finance",4.2,5,"€ 4.000 - € 5.500 per maand","per maand",61560,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Informa Global Support","Full-time","Amsterdam Zuid","Onsite Service Analyst/ Desktop Support Specialist",3.5,317,"","",NA,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Junior"
