"company","id","isExpired","jobType","jobType.0","jobType.1","jobType.2","jobType.3","jobType.4","jobType.5","jobType.6","location","positionName","postedAt","postingDateParsed","rating","reviewsCount","salary","scrapedAt","searchInput.country","searchInput.position","urlInput"
"Mattel","1381feb948a81a8d","false",NA,"Fulltime","","","","","","","Amstelveen","Regional Customer Service Coordinator (Temp)","30+ dagen geleden",NA,3.9,1027,"","2024-08-09T18:42:28.918Z","NL","Data Analyst",NA
"Garmin","84852b2295fb4e66","false",NA,"","","","","","","","Oegstgeest",".Net Back-end Developer-Tacx","30+ dagen geleden",NA,3.7,385,"","2024-08-09T18:42:28.935Z","NL","Data Analyst",NA
"Kuehne+Nagel","0d5f1bb663fc1124","false",NA,"Fulltime","Stage","","","","","","Tiel","Stage Data Warehouse","30+ dagen geleden",NA,3.5,3978,"","2024-08-09T18:42:29.026Z","NL","Data Analyst",NA
"MSD","e3eed838f7b86514","false",NA,"Fulltime","","","","","","","Haarlem","Senior Financial Analyst","30+ dagen geleden",NA,4.1,921,"","2024-08-09T18:42:29.155Z","NL","Data Analyst",NA
"B&S","b1e9f590eedb86e5","false",NA,"Fulltime","","","","","","","Farmsum","Full-Stack Developer","30+ dagen geleden",NA,3.3,13,"","2024-08-09T18:42:30.927Z","NL","Data Analyst",NA
"Via","4f1d57cbb3c66b37","false",NA,"","","","","","","","Amsterdam","Transportation Data Analyst (Citymapper)","30+ dagen geleden",NA,3.2,147,"","2024-08-09T18:42:31.162Z","NL","Data Analyst",NA
"De Heus Voeders","11254389acbea274","false",NA,"Parttime","Fulltime","","","","","","Ede","Group Business Information Analyst","30+ dagen geleden",NA,NA,NA,"€ 5.000 - € 6.750 per maand","2024-08-09T18:42:31.042Z","NL","Data Analyst",NA
"GKN Aerospace","9bd9d6094b9a5994","false",NA,"","","","","","","","Papendrecht","FP&A Analyst","30+ dagen geleden",NA,3.3,1248,"€ 4.815 - € 6.385 per maand","2024-08-09T18:42:31.422Z","NL","Data Analyst",NA
"Plato Group","9142ca9494d68458","false",NA,"Parttime","Fulltime","","","","","","Helmond","Senior Business Intelligence Analyst","30+ dagen geleden",NA,3.7,23,"","2024-08-09T18:42:31.365Z","NL","Data Analyst",NA
"Sligro","b70250588794140d","false",NA,"Uitzicht op vast","","","","","","","5466 Veghel","Agile Test Engineer Online | Veghel | Sligro | Hybride","30+ dagen geleden",NA,3.4,188,"","2024-08-09T18:42:31.466Z","NL","Data Analyst",NA
"CLdN RoRo Agencies B.V.","1f8a0ae346af2e6b","false",NA,"Full-time","","","","","","","3197 Rotterdam","Data Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:31.764Z","NL","Data Analyst",NA
"Playtika Ltd","c52ac44463643a7c","false",NA,"","","","","","","","Amsterdam","Youda - Experienced Business Analyst","30+ dagen geleden",NA,4.1,16,"","2024-08-09T18:42:31.923Z","NL","Data Analyst",NA
"BridgeFund","0edea3392812b5ff","false",NA,"Fulltime","","","","","","","Amsterdam","Marketing Data Analyst","30+ dagen geleden",NA,4.9,21,"€ 3.900 - € 5.000 per maand","2024-08-09T18:42:31.973Z","NL","Data Analyst",NA
"Garmin","2d88592dc4062d8c","false",NA,"","","","","","","","Oegstgeest","Java Backend Developer-Tacx","30+ dagen geleden",NA,3.7,385,"","2024-08-09T18:42:32.016Z","NL","Data Analyst",NA
"Quistor","f5104c75d150b05f","false",NA,"","","","","","","","Nederland","Service Desk Analysts (Netherlands)","30+ dagen geleden",NA,4,2,"","2024-08-09T18:42:32.046Z","NL","Data Analyst",NA
"ID Logistics","36fc4ed7fcd59f0b","false",NA,"Uitzicht op vast","","","","","","","Tilburg","DATA ANALIST","30+ dagen geleden",NA,3.4,1802,"","2024-08-09T18:42:32.144Z","NL","Data Analyst",NA
"SodaStream","5e6935cd823bf358","false",NA,"","","","","","","","Thuiswerk","Net Revenue Data Analyst","30+ dagen geleden",NA,3.2,69,"","2024-08-09T18:42:32.183Z","NL","Data Analyst",NA
"DXC Technology","0359194b3ba55cce","false",NA,"Fulltime","","","","","","","Amsterdam","ServiceNow Technical Consultant (With Dutch)","30+ dagen geleden",NA,3.2,4649,"","2024-08-09T18:42:32.276Z","NL","Data Analyst",NA
"GoodHabitz","0ef6f6327ec46ff7","false",NA,"Fulltime","","","","","","","Eindhoven","Business Analyst","30+ dagen geleden",NA,5,3,"","2024-08-09T18:42:32.457Z","NL","Data Analyst",NA
"Markteffect","b0673989c955f974","false",NA,"Parttime","Fulltime","","","","","","Eindhoven","Data Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:32.432Z","NL","Data Analyst",NA
"Effectory","cf2361897169a188","false",NA,"Parttime","","","","","","","1012 Amsterdam Centrum","Data Analyst","30+ dagen geleden",NA,5,4,"€ 45.000 - € 65.000 per jaar","2024-08-09T18:42:32.622Z","NL","Data Analyst",NA
"CBRE","8dc7d4a1c66ad6c6","false",NA,"Fulltime","","","","","","","Den Haag","Junior Data Analyst","30+ dagen geleden",NA,3.7,4846,"","2024-08-09T18:42:35.455Z","NL","Data Analyst",NA
"Mollie","dfb0e187b27f6a43","false",NA,"Fulltime","","","","","","","Amsterdam","Engineering Intern","30+ dagen geleden",NA,4.5,4,"","2024-08-09T18:42:35.511Z","NL","Data Analyst",NA
"Kraft Heinz Company","923c4aca6092d167","false",NA,"Fulltime","","","","","","","3542 Utrecht","Financial Analyst","30+ dagen geleden",NA,3.5,5082,"","2024-08-09T18:42:35.601Z","NL","Data Analyst",NA
"Avery Dennison","ac19987ec7b2c512","false",NA,"Fulltime","","","","","","","2342 Oegstgeest","Business Intelligence and Finance Excellence Analyst","30+ dagen geleden",NA,3.8,1325,"","2024-08-09T18:42:35.927Z","NL","Data Analyst",NA
"Scildon","cf3f53d8318de1eb","false",NA,"Stage","","","","","","","1213 Hilversum","Stagiair Data & Analytics (vanaf september 2024)","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:35.871Z","NL","Data Analyst",NA
"TU Eindhoven","e0d605e04dd5a99d","false",NA,"Fulltime","","","","","","","Eindhoven","PhD in Explainable Process Analytics","30+ dagen geleden",NA,4.2,44,"","2024-08-09T18:42:36.539Z","NL","Data Analyst",NA
"Walker & Dunlop","16688d2ff2b95112","false",NA,"Fulltime","","","","","","","Thuiswerk","AVP, Data Engineering","30+ dagen geleden",NA,3.9,33,"","2024-08-09T18:42:37.359Z","NL","Data Analyst",NA
"Ordina","f12e8cab6f54e848","false",NA,"Fulltime","","","","","","","Groningen","Business Information Analyst","30+ dagen geleden",NA,3.6,28,"","2024-08-09T18:42:37.261Z","NL","Data Analyst",NA
"Justitiële Informatiedienst","cd5bed739d0e9526","false",NA,"Parttime","Fulltime","","","","","","Almelo","Business analist / Productspecialist Justitiele gegevens","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:38.230Z","NL","Data Analyst",NA
"EyeOn","67794096606c2a88","false",NA,"","","","","","","","Nederland","Junior Anaplan Consultant - NL","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:38.264Z","NL","Data Analyst",NA
"FrieslandCampina","6e52f93d733136c9","false",NA,"Parttime","Fulltime","","","","","","Amersfoort","Strategy and Business Analyst Supply Chain","30+ dagen geleden",NA,4,484,"","2024-08-09T18:42:38.475Z","NL","Data Analyst",NA
"Kraft Heinz Company","8637fd7ec19b37e3","false",NA,"Fulltime","","","","","","","1018 Amsterdam Centrum","Senior Analyst, IT - Finance Systems - International RPM ROW DevOps","30+ dagen geleden",NA,3.5,5082,"","2024-08-09T18:42:38.542Z","NL","Data Analyst",NA
"Stichting BKR","d109334d37030ece","false",NA,"Parttime","","","","","","","Tiel","Business Informatie Analist","30+ dagen geleden",NA,NA,NA,"€ 4.160 - € 5.305 per maand","2024-08-09T18:42:38.886Z","NL","Data Analyst",NA
"ABN AMRO","7eac9ed9aef3d3eb","false",NA,"Fulltime","","","","","","","Amersfoort","Financial Reporting & Data Analyst","30+ dagen geleden",NA,4.1,1346,"€ 3.741 - € 5.345 per maand","2024-08-09T18:42:39.325Z","NL","Data Analyst",NA
"NS","a26e04dceb35feb1","false",NA,"Uitzicht op vast","","","","","","","3511 Utrecht","Android developer ComIT - Utrecht","30+ dagen geleden",NA,3.9,143,"","2024-08-09T18:42:39.373Z","NL","Data Analyst",NA
"Matrixian Group","839c63a3cf690dab","false",NA,"Fulltime","","","","","","","Amsterdam","Senior/Medior Data Engineer","30+ dagen geleden",NA,5,7,"€ 4.000 - € 5.500 per maand","2024-08-09T18:42:39.481Z","NL","Data Analyst",NA
"Fluke","180e6a337686d117","false",NA,"Stage","","","","","","","Eindhoven","Commercial FP&A analyst - Internship (Finance)","30+ dagen geleden",NA,3.5,124,"","2024-08-09T18:42:39.532Z","NL","Data Analyst",NA
"ABN AMRO","5d867692a08a0a69","false",NA,"","","","","","","","Amsterdam","Senior Python Developer","30+ dagen geleden",NA,4.1,1346,"","2024-08-09T18:42:39.495Z","NL","Data Analyst",NA
"Pon Equipment B.V.","cd96abe3ce952dd9","false",NA,"","","","","","","","Almere","Marketing Data Analist","30+ dagen geleden",NA,3.6,37,"€ 3.850 - € 5.100 per maand","2024-08-09T18:42:39.583Z","NL","Data Analyst",NA
"Stora Enso","a95051a14be18376","false",NA,"","","","","","","","De Lier","IT Director Netherlands","30+ dagen geleden",NA,3.7,81,"","2024-08-09T18:42:39.696Z","NL","Data Analyst",NA
"ASML","6263ddbb5ab16d4b","false",NA,"Fulltime","","","","","","","5657 Eindhoven","Data & Space Analyst Space Management","30+ dagen geleden",NA,3.8,430,"","2024-08-09T18:42:39.909Z","NL","Data Analyst",NA
"Data Analytics","660f58044547ffcd","false",NA,"Vaste baan","Fulltime","","","","","","3012 Rotterdam","Senior Power BI Developer Gezocht","30+ dagen geleden",NA,NA,NA,"€ 3.000 - € 6.000 per maand","2024-08-09T18:42:40.970Z","NL","Data Analyst",NA
"Moore DRV","9d34365f75a283ff","false",NA,"Parttime","Fulltime","","","","","","4622 Bergen op Zoom","Data analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:41.492Z","NL","Data Analyst",NA
"Adroit People Ltd.","65da2c96fd78febd","false",NA,"Contract","","","","","","","Amsterdam","Natural Language Processing Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:41.662Z","NL","Data Analyst",NA
"Infinitas Learning","8c3f48ea69159b00","false",NA,"Fulltime","","","","","","","Utrecht","Financial Reporting Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:41.926Z","NL","Data Analyst",NA
"Vertom B.V.","887f18203b74f68b","false",NA,"Fulltime","","","","","","","3161 Rhoon","Data & Business Intelligence Analist","30+ dagen geleden",NA,NA,NA,"€ 3.400 - € 4.100 per maand","2024-08-09T18:42:42.191Z","NL","Data Analyst",NA
"YoungOnes","28956080aa1bc71d","false",NA,"Fulltime","","","","","","","Breda","Data Analist","30+ dagen geleden",NA,4.3,20,"€ 3.000 - € 5.000 per maand","2024-08-09T18:42:42.166Z","NL","Data Analyst",NA
"de Rechtspraak","4c8bb00ee23b5c2c","false",NA,"Parttime","Uitzicht op vast","Fulltime","Bepaalde tijd","","","","3527 Utrecht","Adviseur Functioneel Beheer","30+ dagen geleden",NA,3.7,41,"€ 6.110,94 per maand","2024-08-09T18:42:42.334Z","NL","Data Analyst",NA
"Trivium Packaging","3df1f5062fa0a61e","false",NA,"","","","","","","","Schiphol","Technical Business Analyst","30+ dagen geleden",NA,3.3,86,"","2024-08-09T18:42:42.358Z","NL","Data Analyst",NA
"Reinaerde","db643746a81a2174","false",NA,"Fulltime","","","","","","","Utrecht","BI Specialist","30+ dagen geleden",NA,3.6,26,"€ 3.281 - € 4.806 per maand","2024-08-09T18:42:42.419Z","NL","Data Analyst",NA
"Dexter Energy","675ecb40ffa4fb7c","false",NA,"Fulltime","","","","","","","Amsterdam","Quantitative Trading Analyst - Flexibility Trading","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:42.666Z","NL","Data Analyst",NA
"LOGEX Group B.V.","5140932675a51ea5","false",NA,"","","","","","","","1082 Amsterdam","Data Analist (Dutch speaking)","30+ dagen geleden",NA,3.8,5,"","2024-08-09T18:42:42.736Z","NL","Data Analyst",NA
"valantic NL","d929fafadedc4d36","false",NA,"Fulltime","","","","","","","Rotterdam","Data & Analytics Strateeg (NL based & speaking)","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:42.973Z","NL","Data Analyst",NA
"Ventura Systems","f1d5313916f39153","false",NA,"Parttime","Fulltime","","","","","","Bolsward","Afstudeeropdracht Data Analyst","30+ dagen geleden",NA,3.2,5,"","2024-08-09T18:42:43.075Z","NL","Data Analyst",NA
"adesso Netherlands","9b8dd2ce12c08472","false",NA,"Fulltime","","","","","","","3431 Nieuwegein","Data Management consultant","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:43.284Z","NL","Data Analyst",NA
"beslist.nl","b3c59b204499b048","false",NA,"Fulltime","","","","","","","6825 Arnhem","Trainee BI Analist","30+ dagen geleden",NA,NA,NA,"€ 2.833 per maand","2024-08-09T18:42:43.684Z","NL","Data Analyst",NA
"Shimano","64dd470ba3bee2ca","false",NA,"Fulltime","","","","","","","Eindhoven","Business Process Analyst Finance","30+ dagen geleden",NA,3.4,189,"","2024-08-09T18:42:43.888Z","NL","Data Analyst",NA
"TP Vision","1aefe53ddc798ce7","false",NA,"Fulltime","","","","","","","1097 Amsterdam","Junior SEO Specialist/Analyst (Search Engine Specialist)","30+ dagen geleden",NA,3.8,11,"","2024-08-09T18:42:46.438Z","NL","Data Analyst",NA
"TYPE2SOLUTIONS","a8b3de85bdc02b58","false",NA,"Fulltime","","","","","","","Ridderkerk","Data Analist","30+ dagen geleden",NA,NA,NA,"€ 2.700 - € 3.200 per maand","2024-08-09T18:42:46.520Z","NL","Data Analyst",NA
"Albert Heijn","154a9e429980a7bc","false",NA,"Stage","","","","","","","1506 Zaandam","Stage Data Analist Sourcing Intelligence","30+ dagen geleden",NA,3.6,3590,"€ 500 per week","2024-08-09T18:42:46.469Z","NL","Data Analyst",NA
"Adyen","b7694c242dd00f5a","false",NA,"Fulltime","","","","","","","Amsterdam","Data Analyst, Checkout & Integrations","30+ dagen geleden",NA,2.9,17,"","2024-08-09T18:42:46.540Z","NL","Data Analyst",NA
"Omoda","3e52f2be89b2498a","false",NA,"Fulltime","","","","","","","Amsterdam","WEB ANALIST","30+ dagen geleden",NA,3.6,21,"","2024-08-09T18:42:46.620Z","NL","Data Analyst",NA
"CBRE","7cfb8d2111ac3a33","false",NA,"Fulltime","","","","","","","Amsterdam","Portfolio Analyst (Analytics Team) - Indirect Real Estate strategies","30+ dagen geleden",NA,3.7,4846,"","2024-08-09T18:42:46.702Z","NL","Data Analyst",NA
"Het Consultancyhuis","e1bf4b2442f52643","false",NA,"","","","","","","","3542 Utrecht","Data Analist/Data Scientist","30+ dagen geleden",NA,NA,NA,"€ 3.500 - € 5.000 per maand","2024-08-09T18:42:46.727Z","NL","Data Analyst",NA
"Coolblue","3bced6563c001a1c","false",NA,"Fulltime","","","","","","","Rotterdam","Product Owner","30+ dagen geleden",NA,3.6,324,"","2024-08-09T18:42:46.755Z","NL","Data Analyst",NA
"Beckman Coulter Diagnostics","edc1771ecaf619d9","false",NA,"Fulltime","","","","","","","6604 Wijchen","Analyst II, Trade Compliance","30+ dagen geleden",NA,3.6,724,"","2024-08-09T18:42:47.156Z","NL","Data Analyst",NA
"Genmab","cc99aeec1b2e393d","false",NA,"Fulltime","","","","","","","Utrecht","Manager, People Analytics","30+ dagen geleden",NA,5,4,"","2024-08-09T18:42:47.259Z","NL","Data Analyst",NA
"EcoTools","21f68471a3468801","false",NA,"Vaste baan","Parttime","Uitzicht op vast","Fulltime","","","","3961 Wijk bij Duurstede","Webshop Manager","30+ dagen geleden",NA,NA,NA,"€ 2.600 - € 3.600 per maand","2024-08-09T18:42:47.236Z","NL","Data Analyst",NA
"Accenture","6cb6b40001de13e4","false",NA,"Fulltime","","","","","","","Amsterdam","Senior Pensioen Business Analist","30+ dagen geleden",NA,4,26797,"","2024-08-09T18:42:47.332Z","NL","Data Analyst",NA
"Zig Websoftware","0e3d78f75976ec04","false",NA,"Parttime","Fulltime","","","","","","Huizen","Business Analyst / Product Owner Finance","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:47.743Z","NL","Data Analyst",NA
"A-INSIGHTS","d2078a731d5fee3b","false",NA,"Fulltime","","","","","","","Amsterdam","Senior Market Intelligence Analyst","30+ dagen geleden",NA,NA,NA,"€ 47.000 - € 60.000 per jaar","2024-08-09T18:42:48.666Z","NL","Data Analyst",NA
"AXI","6f516f713af2eeef","false",NA,"","","","","","","","Breda","Business & Functioneel Analist","30+ dagen geleden",NA,3.4,8,"","2024-08-09T18:42:48.749Z","NL","Data Analyst",NA
"Batavia Biosciences B.V.","20529c2796032638","false",NA,"Fulltime","","","","","","","Leiden","(Senior) Technician QC Microbiology","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:49.074Z","NL","Data Analyst",NA
"Fluke","07f43117959016e3","false",NA,"","","","","","","","Utrecht (provincie)","Senior Product Manager","30+ dagen geleden",NA,3.5,124,"","2024-08-09T18:42:49.668Z","NL","Data Analyst",NA
"ReMark","9391df3f4adaa2b3","false",NA,"Fulltime","","","","","","","Rotterdam","Senior Business Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:49.933Z","NL","Data Analyst",NA
"Morningstar","d935da6ab0736668","false",NA,"Fulltime","","","","","","","Amsterdam","Senior Analyst, EU Taxonomy, SFI Research","30+ dagen geleden",NA,3.9,180,"","2024-08-09T18:42:50.425Z","NL","Data Analyst",NA
"Ouster","0117960dbc49c9ff","false",NA,"Fulltime","","","","","","","Amsterdam","Account Executive (ITS)","30+ dagen geleden",NA,3.2,5,"","2024-08-09T18:42:50.482Z","NL","Data Analyst",NA
"Ardena","9ac18337ee3fa50c","false",NA,"Stage","","","","","","","9403 Assen","Senior Analyst Flow Cytometry / Immunochemistry","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:50.524Z","NL","Data Analyst",NA
"KVK","5d52e14542db7f31","false",NA,"Parttime","Uitzicht op vast","Fulltime","Bepaalde tijd","","","","Utrecht","Java developer (Team HODOR)","30+ dagen geleden",NA,4.1,51,"","2024-08-09T18:42:50.627Z","NL","Data Analyst",NA
"Oxbo","551dc08370b0c360","false",NA,"Studentenbaan","Stage","","","","","","Roosendaal","DATA ANALIST STAGE","30+ dagen geleden",NA,3.4,62,"","2024-08-09T18:42:50.652Z","NL","Data Analyst",NA
"Lemongrass Consulting","df023eb998c404e1","false",NA,"Fulltime","","","","","","","Nederland","Data Engineer - Contractor","30+ dagen geleden",NA,2.8,6,"","2024-08-09T18:42:50.730Z","NL","Data Analyst",NA
"E-luscious","f4c13b55c396c0da","false",NA,"Parttime","Fulltime","","","","","","Hilversum","Analist Consumer Data","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:50.898Z","NL","Data Analyst",NA
"Action","5a865c51e5ba8539","false",NA,"Fulltime","","","","","","","Lelystad","Senior Business Analyst Pricing [Location: Zwaagdijk-Oost]","30+ dagen geleden",NA,2.9,2040,"","2024-08-09T18:42:50.929Z","NL","Data Analyst",NA
"FAAC Technologies","198128719ec02d49","false",NA,"Fulltime","","","","","","","Utrecht","Data analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:51.019Z","NL","Data Analyst",NA
"Scildon","1ad4b18049e41706","false",NA,"Parttime","Fulltime","Stage","","","","","1213 Hilversum","Stage – Social Media & Content Creatie","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:42:50.954Z","NL","Data Analyst",NA
"Forvis Mazars","114423b8daff5cb4","false",NA,"Parttime","Vrijwilliger","","","","","","3067 Rotterdam","ESG Data Analyst","30+ dagen geleden",NA,3.6,630,"","2024-08-09T18:42:51.160Z","NL","Data Analyst",NA
"Hunkemöller","40e2e37366da8889","false",NA,"Fulltime","","","","","","","1221 Hilversum","Global CRM Manager","30+ dagen geleden",NA,3.2,581,"","2024-08-09T18:42:51.224Z","NL","Data Analyst",NA
"Yellowtail Group","326fb5489045227c","false",NA,"","","","","","","","1411 Naarden","Senior Business&AI Consultant","30+ dagen geleden",NA,NA,NA,"€ 3.500 - € 5.000 per maand","2024-08-09T18:42:52.234Z","NL","Data Analyst",NA
"Stella Fietsen","bd32ad3b251fc9bd","false",NA,"Parttime","Fulltime","","","","","","Nunspeet","Data Engineer","30+ dagen geleden",NA,3.9,67,"","2024-08-09T18:42:52.949Z","NL","Data Analyst",NA
"Topigs Norsvin","fa51f0c3843680d5","false",NA,"Parttime","Fulltime","","","","","","Den Bosch","Internationaal Business Analist Finance","30+ dagen geleden",NA,4.2,5,"€ 4.000 - € 5.500 per maand","2024-08-09T18:42:53.046Z","NL","Data Analyst",NA
"Informa Global Support","6dcf1328e83a5e50","false",NA,"Fulltime","","","","","","","1077 Amsterdam Zuid","Onsite Service Analyst/ Desktop Support Specialist","30+ dagen geleden",NA,3.5,317,"","2024-08-09T18:42:53.665Z","NL","Data Analyst",NA
"Mattel","1b2727359f3727f9","false",NA,"","","","","","","","Amstelveen","Regulatory Compliance Analyst (Sustainability and EPR data )","30+ dagen geleden",NA,3.9,1027,"","2024-08-09T18:42:53.854Z","NL","Data Analyst",NA
"Cushman & Wakefield","ea45bf9ab4c9f27a","false",NA,"Fulltime","","","","","","","Amsterdam","Junior Business Intelligence Analyst","30+ dagen geleden",NA,3.7,2139,"","2024-08-09T18:42:53.922Z","NL","Data Analyst",NA
"Coolblue","61dc3a8705c90267","false",NA,"Fulltime","","","","","","","Rotterdam","Manager People Analytics & Data","30+ dagen geleden",NA,3.6,324,"","2024-08-09T18:42:54.028Z","NL","Data Analyst",NA
